invoice_and_item_number,date,store_number,item_number,bottles_sold,bottle_volume_ml,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-24425900029,2020-01-08,5259,84207,1,50,9,0.05,0.01
INV-24422300036,2020-01-08,2619,84143,1,50,9,0.05,0.01
INV-24427800067,2020-01-08,5314,84207,1,50,9,0.05,0.01
INV-24437200028,2020-01-08,3549,27692,1,50,9,0.05,0.01
INV-24429900014,2020-01-08,3773,84143,1,50,9,0.05,0.01
INV-24443300109,2020-01-08,2565,84207,1,50,9,0.05,0.01
INV-24437900024,2020-01-08,4993,100423,1,100,9,0.1,0.02
INV-24434700077,2020-01-08,2556,89193,2,200,9,0.4,0.1
INV-24443700057,2020-01-08,3390,89193,2,200,9,0.4,0.1
INV-24427800047,2020-01-08,5314,89193,2,200,9,0.4,0.1
INV-24433700020,2020-01-08,5334,30057,2,1000,10.5,2,0.52
INV-24435000066,2020-01-08,3704,52594,2,375,10.5,0.75,0.19
INV-24445000019,2020-01-08,4193,44520,1,750,10.5,0.75,0.19
INV-24441600043,2020-01-08,3525,40656,1,750,10.5,0.75,0.19
INV-24428900027,2020-01-08,3443,52594,2,375,10.5,0.75,0.19
INV-24420000002,2020-01-08,4829,38073,1,750,10.5,0.75,0.19
INV-24425900006,2020-01-08,5259,44419,1,750,10.5,0.75,0.19
INV-24440400058,2020-01-08,3990,34702,1,750,10.5,0.75,0.19
INV-24435000035,2020-01-08,3704,27554,1,750,10.5,0.75,0.19
INV-24424500031,2020-01-08,4404,52594,2,375,10.5,0.75,0.19
INV-24443900022,2020-01-08,5068,25604,2,375,10.5,0.75,0.19
INV-24432200034,2020-01-08,5071,80576,2,750,10.5,1.5,0.39
INV-24442700013,2020-01-08,5316,24156,2,750,10.5,1.5,0.39
INV-24428900006,2020-01-08,3443,19063,2,200,10.5,0.4,0.1
INV-24442600015,2020-01-08,5315,68034,1,375,10.5,0.37,0.09
INV-24429300101,2020-01-08,2647,68034,1,375,10.5,0.37,0.09
INV-24427800039,2020-01-08,5314,41846,1,750,12,0.75,0.19
INV-24434900028,2020-01-08,4592,17956,1,750,12,0.75,0.19
INV-24436200011,2020-01-08,5626,14519,1,750,12,0.75,0.19
INV-24445400018,2020-01-08,3484,41846,1,750,12,0.75,0.19
INV-24420000003,2020-01-08,4829,27454,1,750,12,0.75,0.19
INV-24438400013,2020-01-08,3916,41846,1,750,12,0.75,0.19
INV-24424300012,2020-01-08,5845,45275,2,750,12,1.5,0.39
INV-24424700007,2020-01-08,4810,45276,2,750,12,1.5,0.39
INV-24428900008,2020-01-08,3443,26822,4,100,12,0.4,0.1
INV-24422800094,2020-01-08,2521,52593,4,200,12,0.8,0.21
INV-24422200010,2020-01-08,2620,11294,1,375,12,0.37,0.09
INV-24430900057,2020-01-08,2605,5345,1,375,12,0.37,0.09
INV-24425900038,2020-01-08,5259,10805,1,375,12,0.37,0.09
INV-24443700060,2020-01-08,3390,43134,2,375,13.5,0.75,0.19
INV-24440400050,2020-01-08,3990,43296,1,750,13.5,0.75,0.19
INV-24441700006,2020-01-08,3525,41326,2,750,13.5,1.5,0.39
INV-24439200020,2020-01-08,2596,37416,2,750,13.5,1.5,0.39
INV-24442700061,2020-01-08,5316,35416,2,750,13.5,1.5,0.39
INV-24425900004,2020-01-08,5259,54706,2,750,13.5,1.5,0.39
INV-24438200074,2020-01-08,5257,89193,3,200,13.5,0.6,0.15
INV-24438400014,2020-01-08,3916,88290,1,200,13.5,0.2,0.05
INV-24430400023,2020-01-08,4634,36904,5,375,13.5,1.87,0.49
INV-24430900113,2020-01-08,2605,86112,4,1000,14,4,1.05
INV-24430000052,2020-01-08,2590,35914,5,375,14.5,1.87,0.49
INV-24420500056,2020-01-08,4617,35914,5,375,14.5,1.87,0.49
INV-24442700012,2020-01-08,5316,25877,2,1000,15,2,0.52
INV-24423400058,2020-01-08,4083,82187,2,1000,15,2,0.52
INV-24429300118,2020-01-08,2647,82127,2,1000,15,2,0.52
INV-24442700015,2020-01-08,5316,20247,2,1000,15,2,0.52
INV-24442600043,2020-01-08,5315,82187,2,1000,15,2,0.52
INV-24445400008,2020-01-08,3484,20247,2,1000,15,2,0.52
INV-24424500028,2020-01-08,4404,43334,2,375,15,0.75,0.19
INV-24427800041,2020-01-08,5314,75221,1,750,15,0.75,0.19
INV-24441600022,2020-01-08,3525,86843,1,750,15,0.75,0.19
INV-24441600023,2020-01-08,3525,16096,1,750,15,0.75,0.19
INV-24424700022,2020-01-08,4810,43334,2,375,15,0.75,0.19
INV-24437200033,2020-01-08,3549,28032,1,750,15,0.75,0.19
INV-24441600073,2020-01-08,3525,75243,1,750,15,0.75,0.19
INV-24443700064,2020-01-08,3390,80486,1,750,15,0.75,0.19
INV-24428900038,2020-01-08,3443,75243,1,750,15,0.75,0.19
INV-24432300036,2020-01-08,5070,75198,1,750,15,0.75,0.19
INV-24435000013,2020-01-08,3704,86843,1,750,15,0.75,0.19
INV-24426200038,2020-01-08,4629,75210,1,750,15,0.75,0.19
INV-24443900077,2020-01-08,5068,75243,1,750,15,0.75,0.19
INV-24443900090,2020-01-08,5068,80486,1,750,15,0.75,0.19
INV-24442600014,2020-01-08,5315,75221,1,750,15,0.75,0.19
INV-24428900012,2020-01-08,3443,43334,2,375,15,0.75,0.19
INV-24438500003,2020-01-08,4069,78866,2,750,15,1.5,0.39
INV-24436000010,2020-01-08,3682,84496,2,750,15,1.5,0.39
INV-24432200022,2020-01-08,5071,79336,2,750,15,1.5,0.39
INV-24436500018,2020-01-08,5868,72816,2,750,15,1.5,0.39
INV-24432800018,2020-01-08,4247,78456,2,750,15,1.5,0.39
INV-24430000054,2020-01-08,2590,78866,2,750,15,1.5,0.39
INV-24432300019,2020-01-08,5070,72816,2,750,15,1.5,0.39
INV-24438000064,2020-01-08,2555,78866,2,750,15,1.5,0.39
INV-24428900028,2020-01-08,3443,57092,1,1750,15,1.75,0.46
INV-24435000060,2020-01-08,3704,42984,1,1750,15,1.75,0.46
INV-24429900012,2020-01-08,3773,80234,1,50,15,0.05,0.01
INV-24431500002,2020-01-08,2285,80234,1,50,15,0.05,0.01
INV-24422800098,2020-01-08,2521,65204,2,50,15,0.1,0.02
INV-24430400037,2020-01-08,4634,69631,2,50,15,0.1,0.02
INV-24432200007,2020-01-08,5071,69631,2,50,15,0.1,0.02
INV-24428500003,2020-01-08,4866,65204,2,50,15,0.1,0.02
INV-24443300094,2020-01-08,2565,69631,2,50,15,0.1,0.02
INV-24431300003,2020-01-08,2670,65204,2,50,15,0.1,0.02
INV-24430000099,2020-01-08,2590,64863,4,200,15,0.8,0.21
INV-24420500039,2020-01-08,4617,43123,4,200,15,0.8,0.21
INV-24443300083,2020-01-08,2565,64864,2,375,16,0.75,0.19
INV-24430900062,2020-01-08,2605,35913,10,200,17,2,0.52
INV-24430000066,2020-01-08,2590,36903,10,200,17,2,0.52
INV-24428600001,2020-01-08,5861,89445,1,1000,17,1,0.26
INV-24439500011,2020-01-08,3041,45246,3,750,18,2.25,0.59
INV-24424500014,2020-01-08,4404,45276,3,750,18,2.25,0.59
INV-24432200035,2020-01-08,5071,81206,3,750,18,2.25,0.59
INV-24420400045,2020-01-08,3465,35946,4,750,18,3,0.79
INV-24430900055,2020-01-08,2605,37414,4,375,18,1.5,0.39
INV-24427000018,2020-01-08,4867,72732,2,750,18,1.5,0.39
INV-24434700030,2020-01-08,2556,38056,2,750,18,1.5,0.39
INV-24441100052,2020-01-08,2601,72722,2,750,18,1.5,0.39
INV-24430700005,2020-01-08,5571,43026,2,750,18,1.5,0.39
INV-24420400025,2020-01-08,3465,52316,2,750,18,1.5,0.39
INV-24424700006,2020-01-08,4810,43026,2,750,18,1.5,0.39
INV-24420500015,2020-01-08,4617,72732,2,750,18,1.5,0.39
INV-24420500014,2020-01-08,4617,52316,2,750,18,1.5,0.39
INV-24422200104,2020-01-08,2620,73986,2,750,18,1.5,0.39
INV-24427400115,2020-01-08,2629,39635,3,50,18,0.15,0.03
INV-24427400114,2020-01-08,2629,39705,3,50,18,0.15,0.03
INV-24425900025,2020-01-08,5259,84197,2,600,18,1.2,0.31
INV-24445100019,2020-01-08,4485,84197,2,600,18,1.2,0.31
INV-24427400132,2020-01-08,2629,52593,6,200,18,1.2,0.31
INV-24432200011,2020-01-08,5071,81124,2,50,18,0.1,0.02
INV-24432300033,2020-01-08,5070,84143,2,50,18,0.1,0.02
INV-24422300035,2020-01-08,2619,84172,2,50,18,0.1,0.02
INV-24438600116,2020-01-08,2543,73851,2,50,18,0.1,0.02
INV-24424000044,2020-01-08,4405,84172,2,50,18,0.1,0.02
INV-24423100073,2020-01-08,2673,81124,2,50,18,0.1,0.02
INV-24427800065,2020-01-08,5314,81124,2,50,18,0.1,0.02
INV-24428500011,2020-01-08,4866,27692,2,50,18,0.1,0.02
INV-24427400112,2020-01-08,2629,84172,2,50,18,0.1,0.02
INV-24442100018,2020-01-08,5704,17205,2,200,18,0.4,0.1
INV-24437600082,2020-01-08,2191,89193,4,200,18,0.8,0.21
INV-24420500057,2020-01-08,4617,89193,4,200,18,0.8,0.21
INV-24431200093,2020-01-08,2512,89193,4,200,18,0.8,0.21
INV-24441100035,2020-01-08,2601,31474,3,375,18,1.12,0.29
INV-24430900111,2020-01-08,2605,80576,4,750,21,3,0.79
INV-24443200031,2020-01-08,4234,76486,4,750,21,3,0.79
INV-24443300093,2020-01-08,2565,68034,2,375,21,0.75,0.19
INV-24437600059,2020-01-08,2191,22156,1,750,21,0.75,0.19
INV-24430000006,2020-01-08,2590,89121,1,750,21,0.75,0.19
INV-24436100022,2020-01-08,3045,15830,1,750,21,0.75,0.19
INV-24441600062,2020-01-08,3525,44456,2,750,21,1.5,0.39
INV-24422200044,2020-01-08,2620,34856,2,750,21,1.5,0.39
INV-24422800073,2020-01-08,2521,34546,2,750,21,1.5,0.39
INV-24430900075,2020-01-08,2605,40598,4,375,21,1.5,0.39
INV-24420400026,2020-01-08,3465,44486,2,750,21,1.5,0.39
INV-24445000015,2020-01-08,4193,11586,2,750,21,1.5,0.39
INV-24443300068,2020-01-08,2565,44419,2,750,21,1.5,0.39
INV-24443300070,2020-01-08,2565,44520,2,750,21,1.5,0.39
INV-24442700059,2020-01-08,5316,44557,2,750,21,1.5,0.39
INV-24443300069,2020-01-08,2565,44499,2,750,21,1.5,0.39
INV-24444500048,2020-01-08,2522,44520,2,750,21,1.5,0.39
INV-24441100036,2020-01-08,2601,25604,4,375,21,1.5,0.39
INV-24444500007,2020-01-08,2522,11586,2,750,21,1.5,0.39
INV-24430000045,2020-01-08,2590,44557,2,750,21,1.5,0.39
INV-24443100018,2020-01-08,5688,34856,2,750,21,1.5,0.39
INV-24421500090,2020-01-08,2500,40070,4,375,21,1.5,0.39
INV-24441600061,2020-01-08,3525,44499,2,750,21,1.5,0.39
INV-24432000003,2020-01-08,3952,11586,2,750,21,1.5,0.39
INV-24432600012,2020-01-08,5840,25604,4,375,21,1.5,0.39
INV-24430000043,2020-01-08,2590,44419,2,750,21,1.5,0.39
INV-24434700046,2020-01-08,2556,44539,2,750,21,1.5,0.39
INV-24430000044,2020-01-08,2590,44456,2,750,21,1.5,0.39
INV-24435000054,2020-01-08,3704,44428,2,750,21,1.5,0.39
INV-24424700020,2020-01-08,4810,36968,4,375,21,1.5,0.39
INV-24422600029,2020-01-08,2648,25604,4,375,21,1.5,0.39
INV-24420500008,2020-01-08,4617,36971,1,1750,21,1.75,0.46
INV-24422800093,2020-01-08,2521,19063,4,200,21,0.8,0.21
INV-24437900026,2020-01-08,4993,29998,2,1750,22,3.5,0.92
INV-24438100023,2020-01-08,4296,25607,2,1000,24,2,0.52
INV-24424300003,2020-01-08,5845,81196,4,750,24,3,0.79
INV-24442700009,2020-01-08,5316,81206,4,750,24,3,0.79
INV-24438100016,2020-01-08,4296,22786,4,750,24,3,0.79
INV-24423200016,2020-01-08,4609,45276,4,750,24,3,0.79
INV-24442600038,2020-01-08,5315,81196,4,750,24,3,0.79
INV-24432600031,2020-01-08,5840,22786,4,750,24,3,0.79
INV-24419800006,2020-01-08,2190,25878,2,1750,24,3.5,0.92
INV-24422800087,2020-01-08,2521,11294,2,375,24,0.75,0.19
INV-24430000117,2020-01-08,2590,10805,2,375,24,0.75,0.19
INV-24429300003,2020-01-08,2647,10790,2,375,24,0.75,0.19
INV-24424700021,2020-01-08,4810,11294,2,375,24,0.75,0.19
INV-24438100036,2020-01-08,4296,11294,2,375,24,0.75,0.19
INV-24430000011,2020-01-08,2590,11294,2,375,24,0.75,0.19
INV-24431200095,2020-01-08,2512,31474,4,375,24,1.5,0.39
INV-24430000042,2020-01-08,2590,10626,2,750,24,1.5,0.39
INV-24438500010,2020-01-08,4069,73749,2,750,24,1.5,0.39
INV-24434900027,2020-01-08,4592,73715,2,750,24,1.5,0.39
INV-24441100049,2020-01-08,2601,73715,2,750,24,1.5,0.39
INV-24438500008,2020-01-08,4069,73715,2,750,24,1.5,0.39
INV-24422200110,2020-01-08,2620,77805,2,750,24,1.5,0.39
INV-24420400038,2020-01-08,3465,31475,2,750,24,1.5,0.39
INV-24427800024,2020-01-08,5314,10626,2,750,24,1.5,0.39
INV-24443100017,2020-01-08,5688,14519,2,750,24,1.5,0.39
INV-24437600061,2020-01-08,2191,14519,2,750,24,1.5,0.39
INV-24432400010,2020-01-08,4970,41846,2,750,24,1.5,0.39
INV-24438000070,2020-01-08,2555,14519,2,750,24,1.5,0.39
INV-24436600021,2020-01-08,4673,14519,2,750,24,1.5,0.39
INV-24438600064,2020-01-08,2543,39705,4,50,24,0.2,0.05
INV-24427800046,2020-01-08,5314,69634,3,375,24,1.12,0.29
INV-24425600025,2020-01-08,4320,64864,3,375,24,1.12,0.29
INV-24438100033,2020-01-08,4296,64864,3,375,24,1.12,0.29
INV-24422600017,2020-01-08,2648,37414,6,375,27,2.25,0.59
INV-24431300013,2020-01-08,2670,72722,3,750,27,2.25,0.59
INV-24438600023,2020-01-08,2543,18046,3,750,27,2.25,0.59
INV-24430100014,2020-01-08,4487,52316,3,750,27,2.25,0.59
INV-24434700051,2020-01-08,2556,52316,3,750,27,2.25,0.59
INV-24423400038,2020-01-08,4083,52316,3,750,27,2.25,0.59
INV-24430400005,2020-01-08,4634,43026,3,750,27,2.25,0.59
INV-24443500008,2020-01-08,5080,73986,3,750,27,2.25,0.59
INV-24434200025,2020-01-08,4774,40363,4,750,27,3,0.79
INV-24445100011,2020-01-08,4485,37416,4,750,27,3,0.79
INV-24431700075,2020-01-08,2625,30056,6,750,27,4.5,1.18
INV-24443900088,2020-01-08,5068,66810,1,750,27,0.75,0.19
INV-24438000084,2020-01-08,2555,72916,2,750,27,1.5,0.39
INV-24439500002,2020-01-08,3041,10624,4,375,27,1.5,0.39
INV-24420500038,2020-01-08,4617,43124,4,375,27,1.5,0.39
INV-24425200002,2020-01-08,5405,64866,2,750,27,1.5,0.39
INV-24426200033,2020-01-08,4629,43338,1,1750,27,1.75,0.46
INV-24430500002,2020-01-08,4679,43338,1,1750,27,1.75,0.46
INV-24439100046,2020-01-08,2611,84207,3,50,27,0.15,0.03
INV-24445000024,2020-01-08,4193,84207,3,50,27,0.15,0.03
INV-24431700014,2020-01-08,2625,81124,3,50,27,0.15,0.03
INV-24430000113,2020-01-08,2590,89193,6,200,27,1.2,0.31
INV-24430400019,2020-01-08,4634,89193,6,200,27,1.2,0.31
INV-24421700161,2020-01-08,2501,89193,6,200,27,1.2,0.31
INV-24430900074,2020-01-08,2605,89193,6,200,27,1.2,0.31
INV-24439100021,2020-01-08,2611,88290,2,200,27,0.4,0.1
INV-24429300117,2020-01-08,2647,78456,4,750,30,3,0.79
INV-24441100084,2020-01-08,2601,72816,4,750,30,3,0.79
INV-24443300071,2020-01-08,2565,44658,2,1750,30,3.5,0.92
INV-24423200023,2020-01-08,4609,81196,5,750,30,3.75,0.99
INV-24443200025,2020-01-08,4234,45276,5,750,30,3.75,0.99
INV-24431700072,2020-01-08,2625,82127,4,1000,30,4,1.05
INV-24438600065,2020-01-08,2543,39706,5,50,30,0.25,0.06
INV-24425400009,2020-01-08,2626,39706,5,50,30,0.25,0.06
INV-24434800012,2020-01-08,2700,4959,1,750,30,0.75,0.19
INV-24420400018,2020-01-08,3465,27048,1,750,30,0.75,0.19
INV-24439700012,2020-01-08,4191,65307,1,750,30,0.75,0.19
INV-24439100036,2020-01-08,2611,4959,1,750,30,0.75,0.19
INV-24444600019,2020-01-08,4239,75210,2,750,30,1.5,0.39
INV-24438500017,2020-01-08,4069,75198,2,750,30,1.5,0.39
INV-24435000017,2020-01-08,3704,75210,2,750,30,1.5,0.39
INV-24441100055,2020-01-08,2601,43302,2,750,30,1.5,0.39
INV-24429300137,2020-01-08,2647,89468,2,750,30,1.5,0.39
INV-24430000022,2020-01-08,2590,43334,4,375,30,1.5,0.39
INV-24438000052,2020-01-08,2555,75197,2,750,30,1.5,0.39
INV-24441100050,2020-01-08,2601,26606,2,750,30,1.5,0.39
INV-24423200006,2020-01-08,4609,43334,4,375,30,1.5,0.39
INV-24439200016,2020-01-08,2596,36266,2,750,30,1.5,0.39
INV-24441100073,2020-01-08,2601,75221,2,750,30,1.5,0.39
INV-24422600067,2020-01-08,2648,66226,2,750,30,1.5,0.39
INV-24435000018,2020-01-08,3704,75198,2,750,30,1.5,0.39
INV-24433700018,2020-01-08,5334,75197,2,750,30,1.5,0.39
INV-24441600072,2020-01-08,3525,75210,2,750,30,1.5,0.39
INV-24442600022,2020-01-08,5315,86839,2,750,30,1.5,0.39
INV-24443900089,2020-01-08,5068,80485,2,750,30,1.5,0.39
INV-24420400020,2020-01-08,3465,43302,2,750,30,1.5,0.39
INV-24429300074,2020-01-08,2647,43507,2,750,30,1.5,0.39
INV-24442600023,2020-01-08,5315,86843,2,750,30,1.5,0.39
INV-24442700034,2020-01-08,5316,27474,2,750,30,1.5,0.39
INV-24438500018,2020-01-08,4069,75210,2,750,30,1.5,0.39
INV-24429300043,2020-01-08,2647,36964,1,50,30,0.05,0.01
INV-24427800071,2020-01-08,5314,36964,1,50,30,0.05,0.01
INV-24443100002,2020-01-08,5688,65013,4,50,30,0.2,0.05
INV-24427400111,2020-01-08,2629,65204,4,50,30,0.2,0.05
INV-24428900025,2020-01-08,3443,11299,4,200,30,0.8,0.21
INV-24420500054,2020-01-08,4617,64510,4,200,30,0.8,0.21
INV-24438600086,2020-01-08,2543,47790,4,200,30,0.8,0.21
INV-24421700117,2020-01-08,2501,64863,8,200,30,1.6,0.42
INV-24442700029,2020-01-08,5316,86886,2,750,31,1.5,0.39
INV-24438600109,2020-01-08,2543,64864,4,375,32,1.5,0.39
INV-24442600018,2020-01-08,5315,64864,4,375,32,1.5,0.39
INV-24440600007,2020-01-08,4300,77805,3,750,36,2.25,0.59
INV-24431100011,2020-01-08,2529,31475,3,750,36,2.25,0.59
INV-24425900012,2020-01-08,5259,17956,3,750,36,2.25,0.59
INV-24438500009,2020-01-08,4069,73702,3,750,36,2.25,0.59
INV-24422300017,2020-01-08,2619,73702,3,750,36,2.25,0.59
INV-24435500030,2020-01-08,2585,81406,3,750,36,2.25,0.59
INV-24436500013,2020-01-08,5868,10626,3,750,36,2.25,0.59
INV-24423400054,2020-01-08,4083,17956,3,750,36,2.25,0.59
INV-24441100048,2020-01-08,2601,18046,4,750,36,3,0.79
INV-24435800004,2020-01-08,5655,25607,3,1000,36,3,0.79
INV-24445100010,2020-01-08,4485,43984,4,750,36,3,0.79
INV-24441100051,2020-01-08,2601,52316,4,750,36,3,0.79
INV-24439100005,2020-01-08,2611,37414,8,375,36,3,0.79
INV-24441600064,2020-01-08,3525,43025,4,750,36,3,0.79
INV-24421500112,2020-01-08,2500,52316,4,750,36,3,0.79
INV-24445100005,2020-01-08,4485,25607,3,1000,36,3,0.79
INV-24434300020,2020-01-08,4272,45276,6,750,36,4.5,1.18
INV-24422200119,2020-01-08,2620,81206,6,750,36,4.5,1.18
INV-24424500034,2020-01-08,4404,43331,5,50,36,0.25,0.06
INV-24425400008,2020-01-08,2626,39704,6,50,36,0.3,0.07
INV-24440100002,2020-01-08,2642,39650,6,50,36,0.3,0.07
INV-24425400005,2020-01-08,2626,39500,6,50,36,0.3,0.07
INV-24425400007,2020-01-08,2626,39705,6,50,36,0.3,0.07
INV-24440200005,2020-01-08,5353,39704,6,50,36,0.3,0.07
INV-24440200004,2020-01-08,5353,39650,6,50,36,0.3,0.07
INV-24439100039,2020-01-08,2611,84143,4,50,36,0.2,0.05
INV-24439100040,2020-01-08,2611,84152,4,50,36,0.2,0.05
INV-24445100018,2020-01-08,4485,81124,4,50,36,0.2,0.05
INV-24419700009,2020-01-08,4379,84172,4,50,36,0.2,0.05
INV-24421700164,2020-01-08,2501,100423,4,100,36,0.4,0.1
INV-24422200009,2020-01-08,2620,10805,3,375,36,1.12,0.29
INV-24432900022,2020-01-08,4463,10805,3,375,36,1.12,0.29
INV-24428900021,2020-01-08,3443,11294,3,375,36,1.12,0.29
INV-24434900006,2020-01-08,4592,10805,3,375,36,1.12,0.29
INV-24441600079,2020-01-08,3525,10805,3,375,36,1.12,0.29
INV-24424000029,2020-01-08,4405,10805,3,375,36,1.12,0.29
INV-24432900023,2020-01-08,4463,11294,3,375,36,1.12,0.29
INV-24421100009,2020-01-08,2502,11294,3,375,36,1.12,0.29
INV-24430800009,2020-01-08,5636,10790,3,375,36,1.12,0.29
INV-24420400043,2020-01-08,3465,27554,4,750,42,3,0.79
INV-24419600014,2020-01-08,4326,44456,4,750,42,3,0.79
INV-24422800077,2020-01-08,2521,44520,4,750,42,3,0.79
INV-24419700007,2020-01-08,4379,36968,8,375,42,3,0.79
INV-24421100033,2020-01-08,2502,35179,4,750,42,3,0.79
INV-24438600083,2020-01-08,2543,44520,4,750,42,3,0.79
INV-24421100034,2020-01-08,2502,35699,4,750,42,3,0.79
INV-24422800076,2020-01-08,2521,44456,4,750,42,3,0.79
INV-24441600063,2020-01-08,3525,44557,4,750,42,3,0.79
INV-24420300014,2020-01-08,5566,18198,2,1750,42,3.5,0.92
INV-24431700047,2020-01-08,2625,86112,12,1000,42,12,3.17
INV-24431000001,2020-01-08,3628,86112,12,1000,42,12,3.17
INV-24422600039,2020-01-08,2648,86112,12,1000,42,12,3.17
INV-24421500149,2020-01-08,2500,86112,12,1000,42,12,3.17
INV-24431300049,2020-01-08,2670,86112,12,1000,42,12,3.17
INV-24428100045,2020-01-08,3477,86112,12,1000,42,12,3.17
INV-24421900052,2020-01-08,3420,86112,12,1000,42,12,3.17
INV-24438000006,2020-01-08,2555,86112,12,1000,42,12,3.17
INV-24421000047,2020-01-08,5144,86112,12,1000,42,12,3.17
INV-24429700030,2020-01-08,3773,87625,1,750,42,0.75,0.19
INV-24433700007,2020-01-08,5334,67595,2,750,42,1.5,0.39
INV-24421500023,2020-01-08,2500,15776,2,750,42,1.5,0.39
INV-24440400014,2020-01-08,3990,22156,2,750,42,1.5,0.39
INV-24436500012,2020-01-08,5868,22156,2,750,42,1.5,0.39
INV-24434900029,2020-01-08,4592,64904,2,1750,46,3.5,0.92
INV-24436000006,2020-01-08,3682,64868,2,1750,46,3.5,0.92
INV-24445000030,2020-01-08,4193,64864,6,375,48,2.25,0.59
INV-24433700004,2020-01-08,5334,41846,4,750,48,3,0.79
INV-24441200017,2020-01-08,4698,25607,4,1000,48,4,1.05
INV-24435000034,2020-01-08,3704,25607,4,1000,48,4,1.05
INV-24430800018,2020-01-08,5636,47865,1,750,48,0.75,0.19
INV-24422600008,2020-01-08,2648,47865,1,750,48,0.75,0.19
INV-24430900061,2020-01-08,2605,11294,4,375,48,1.5,0.39
INV-24438600005,2020-01-08,2543,10790,4,375,48,1.5,0.39
INV-24421100087,2020-01-08,2502,28132,2,750,48,1.5,0.39
INV-24427200010,2020-01-08,5164,11294,4,375,48,1.5,0.39
INV-24428500025,2020-01-08,4866,10790,4,375,48,1.5,0.39
INV-24421100079,2020-01-08,2502,10805,4,375,48,1.5,0.39
INV-24428500026,2020-01-08,4866,10805,4,375,48,1.5,0.39
INV-24436500026,2020-01-08,5868,39611,2,750,48,1.5,0.39
INV-24429700032,2020-01-08,3773,87288,1,750,50,0.75,0.19
INV-24437800002,2020-01-08,2191,87288,1,750,50,0.75,0.19
INV-24432000001,2020-01-08,3952,87288,1,750,50,0.75,0.19
INV-24429700004,2020-01-08,3773,27247,3,750,54,2.25,0.59
INV-24444500043,2020-01-08,2522,43296,4,750,54,3,0.79
INV-24424500022,2020-01-08,4404,64866,4,750,54,3,0.79
INV-24430500013,2020-01-08,4679,64866,4,750,54,3,0.79
INV-24430700017,2020-01-08,5571,64866,4,750,54,3,0.79
INV-24443200018,2020-01-08,4234,64866,4,750,54,3,0.79
INV-24442900010,2020-01-08,4627,43296,4,750,54,3,0.79
